ticker,distance_pct,ma_rising
UCB,5.413663249400576,True
DAR,5.420368353464912,True
GHC,5.4204919284193,True
GNRC,5.425699329151379,True
TALK,5.4261446439339505,True
EMF,5.42668155970082,True
CRWS,5.435801441666538,True
RLGT,5.438489237546627,True
HIG,5.446757597139634,True
MGRC,5.493595796705488,True
STEW,5.501922968193599,True
IRM,5.505933117019763,True
APD,5.510829618725518,True
GWW,5.5203260473677265,True
CINF,5.521073468545599,True
AGX,5.524587312965378,True
WBX,5.541449955657083,True
DEA,5.553985471784071,True
CGEN,5.578276045264293,True
RYZ,5.578462738201012,True
AVA,5.5795747488604714,True
GEV,5.5858189786931245,True
POWL,5.589397798714115,True
LRN,5.591723078717427,True
L,5.595889865937993,True
PCVX,5.603578129881797,True
ELVA,5.604698549777684,True
IAE,5.6054616429347375,True
IPI,5.612686129216601,True
ASYS,5.619480559614324,True
TY,5.623601034350079,True
KNTK,5.643030879793871,True
CBIO,5.6461745700923585,True
WFCF,5.664161410442342,True
WTFC,5.671068734054137,True
CURB,5.6875789703767365,True
IGIC,5.689360963316493,True
BLX,5.698851200253182,True
AER,5.724049333456479,True
KLIC,5.740795832858878,True
SSD,5.753722134850792,True
MTH,5.7569099865113875,True
AROC,5.787190441759905,True
ACTG,5.794560529301806,True
Q,5.801176393763262,True
NCEL,5.829689983811391,True
TTC,5.847233741974183,True
NEE,5.85064174092108,True
TONX,5.859444469179179,True
SPFI,5.865061506080052,True
ZWS,5.87217620759758,True
SIFY,5.893393247198373,True
SEAT,5.908582502675825,True
PLMR,5.928205429052246,True
PHM,5.938334979748994,True
WTI,5.951402256342667,True
DEI,5.951657522980449,True
EOD,5.957444946708692,True
OZK,5.962130302533907,True
MPWR,5.964330477078762,True
NCZ,5.968983178717218,True
BH-A,5.97080129695099,True
OTTR,5.981394174334676,True
OXM,5.987101690837405,True
SMA,5.994299504544057,True
PODC,6.004903563117475,True
ASC,6.009976198153999,True
SBUX,6.011113855828508,True
NXG,6.015304623354922,True
SND,6.016079601479799,True
MCFT,6.018295510770988,True
BE,6.0224717643673475,True
GLW,6.039041126226257,True
FIX,6.044275876513384,True
LEA,6.050435056450432,True
BSAC,6.053749908495826,True
WPRT,6.062624908785479,True
EXG,6.082037061294803,True
SLAB,6.117624093600209,True
CB,6.1304244908606425,True
KVUE,6.137540442246119,True
LLYVA,6.1553163167273794,True
ONEW,6.1603574274032,True
ALCO,6.172474287296495,True
SCHL,6.174545291453046,True
WOR,6.1789246684982695,True
RSVR,6.183547501879509,True
TOL,6.1928101878953115,True
EVH,6.211348709010298,True
TOWN,6.214259183665964,True
LUV,6.221259834802644,True
CLH,6.229622810235595,True
CBFV,6.244984861980089,True
BRK-A,6.250736352201429,True
CHD,6.256624169769085,True
CPSS,6.258168764859449,True
KTB,6.281241824185992,True
RFIL,6.2842904398588875,True
CPA,6.2858208088370855,True
TG,6.288860270720371,True
TISI,6.289858553355806,True
HRL,6.2901828724317115,True
TT,6.304053890002999,True
SCI,6.310341391168044,True
FRHC,6.312905782608315,True
CRI,6.329381794745579,True
WDC,6.337305808906353,True
MBBC,6.33902927158867,True
CATO,6.351074654702131,True
HASI,6.352942327870694,True
ESOA,6.3661048783167695,True
CDW,6.371922621824268,True
KNX,6.376186283752659,True
CHY,6.391020950903332,True
JCE,6.405244624836193,True
KMB,6.410364757193998,True
ZIM,6.4110326549942185,True
PEBK,6.421548118052445,True
NKTX,6.431988361890338,True
NATL,6.441813261661128,True
FFIN,6.456361233142919,True
KHC,6.459613540175173,True
FERG,6.473999279579629,True
NL,6.486542047050288,True
ANDE,6.518497410688942,True
CLST,6.53006536188441,True
SAFE,6.544874241923204,True
FNB,6.551081384471198,True
LOAR,6.55167129582761,True
PYPD,6.553170627526482,True
GDOT,6.572653242378309,True
MNST,6.5783886042040605,True
ECG,6.580883194098948,True
MKSI,6.5894197170341355,True
BLBD,6.5996967612445525,True
BCPC,6.6049525478791,True
LYB,6.61679792437842,True
CET,6.617647560112106,True
CULP,6.617647819707993,True
BRK-B,6.635964228093649,True
LECO,6.637146961317833,True
LSBK,6.640254258859195,True
ORKT,6.6409408958419665,True
NMAI,6.667320705638646,True
TNK,6.667465620871006,True
LBTYB,6.667974396449396,True
NPKI,6.669747036908255,True
ATR,6.677238234154499,True
NSTS,6.681677661324908,True
DE,6.682822023796725,True
SNFCA,6.724310456097378,True
RNR,6.757751007683316,True
ETO,6.768029808430545,True
RMR,6.770361376883197,True
SFBC,6.771370971761251,True
CX,6.771990390246101,True
EBF,6.78712483039392,True
PM,6.823475163004199,True
TNL,6.829468550910474,True
BMRC,6.838896864853231,True
RNST,6.85171137582785,True
E,6.851718551055443,True
FOR,6.873713719997027,True
EBMT,6.888039730983479,True
GBX,6.924484250228291,True
PDYN,6.924953369267832,True
PROV,6.934120055937018,True
EW,6.93428170458216,True
GROW,6.945718540940709,True
LND,6.976746382880572,True
BATRK,6.99096190664693,True
UTMD,6.994499534177207,True
SKT,7.000928899237004,True
SNDK,7.031729181271394,True
NRXS,7.045799834613092,True
KAI,7.057019205835149,True
ESLT,7.069953650142227,True
CEE,7.076304762400277,True
TYG,7.083120276021296,True
TNC,7.0850441992205475,True
ADI,7.085477168913217,True
PLUS,7.087357781170159,True
AIO,7.115144931338935,True
ZBH,7.1262171189863155,True
TFII,7.1297876906475794,True
TRMK,7.141238931835245,True
BKTI,7.143822707136749,True
SRI,7.163379866824021,True
IIPR,7.204985905514935,True
INVX,7.219170945824888,True
PRTH,7.234240373296276,True
RL,7.255682976539286,True
PRSU,7.2644817451469414,True
INMD,7.275491076455008,True
EVTC,7.282769373946542,True
LLYVK,7.291959995175206,True
NBBK,7.2938932850905704,True
HFWA,7.301340378040062,True
NUAI,7.342531939502431,True
TEN,7.364261457242464,True
SANM,7.37192017844632,True
TEX,7.3994057209340856,True
GAM,7.429194905398474,True
GFS,7.434318617097166,True
STRW,7.438017086675675,True
LOGI,7.45071279833265,True
AON,7.476991057823379,True
PHOE,7.48694085099583,True
PSMT,7.488041634161123,True
TJGC,7.490325638469791,True
INVA,7.498720630083984,True
